0 1 4.9662 2.1927 -1.0858 0.00895
0 2 4.8772 1.8258 -1.1392 0.0179
0 3 3.6668 1.8258 -0.84892 -0.13769
0 4 3.5956 1.2888 -0.91543 -0.10229
0 5 0.9612 1.8437 -0.73573 0.095467
0 6 0.4628 2.5597 1.0132 0.082615
0 7 -1.068 2.2733 0.9968 0.2864
1 1 4.8576 2.1936 -1.0858 0.00895
1 2 4.7633 1.8276 -1.1392 0.0179
1 3 3.5819 1.812 -0.84892 -0.13769
1 4 3.5041 1.2786 -0.91543 -0.10229
1 5 0.88763 1.8532 -0.73573 0.095467
1 6 0.56412 2.568 1.0132 0.082615
1 7 -0.96832 2.3019 0.9968 0.2864
2 1 4.749 2.1945 -1.0858 0.00895
2 2 4.6494 1.8294 -1.1392 0.0179
2 3 3.497 1.7983 -0.84892 -0.13769
2 4 3.4125 1.2683 -0.91543 -0.10229
2 5 0.81405 1.8628 -0.73573 0.095467
2 6 0.66545 2.5762 1.0132 0.082615
2 7 -0.86864 2.3306 0.9968 0.2864
3 1 4.6405 2.1954 -1.0858 0.00895
3 2 4.5354 1.8312 -1.1392 0.0179
3 3 3.4121 1.7845 -0.84892 -0.13769
3 4 3.321 1.2581 -0.91543 -0.10229
3 5 0.74048 1.8723 -0.73573 0.095467
3 6 0.76677 2.5845 1.0132 0.082615
3 7 -0.76896 2.3592 0.9968 0.2864
4 1 4.5319 2.1963 -1.0858 0.00895
4 2 4.4215 1.833 -1.1392 0.0179
4 3 3.3272 1.7707 -0.84892 -0.13769
4 4 3.2294 1.2479 -0.91543 -0.10229
4 5 0.66691 1.8819 -0.73573 0.095467
4 6 0.86809 2.5927 1.0132 0.082615
4 7 -0.66928 2.3879 0.9968 0.2864
5 1 4.4233 2.1972 -1.0858 0.00895
5 2 4.3076 1.8347 -1.1392 0.0179
5 3 3.2423 1.757 -0.84892 -0.13769
5 4 3.1379 1.2377 -0.91543 -0.10229
5 5 0.59333 1.8914 -0.73573 0.095467
5 6 0.96942 2.601 1.0132 0.082615
5 7 -0.5696 2.4165 0.9968 0.2864
6 1 4.3147 2.1981 -1.0858 0.00895
6 2 4.1937 1.8365 -1.1392 0.0179
6 3 3.1574 1.7432 -0.84892 -0.13769
6 4 3.0463 1.2274 -0.91543 -0.10229
6 5 0.51976 1.901 -0.73573 0.095467
6 6 1.0707 2.6093 1.0132 0.082615
6 7 -0.46992 2.4451 0.9968 0.2864
7 1 4.2061 2.199 -1.0858 0.00895
7 2 4.0798 1.8383 -1.1392 0.0179
7 3 3.0726 1.7294 -0.84892 -0.13769
7 4 2.9548 1.2172 -0.91543 -0.10229
7 5 0.44619 1.9105 -0.73573 0.095467
7 6 1.1721 2.6175 1.0132 0.082615
7 7 -0.37024 2.4738 0.9968 0.2864
8 1 4.0976 2.1999 -1.0858 0.00895
8 2 3.9658 1.8401 -1.1392 0.0179
8 3 2.9877 1.7156 -0.84892 -0.13769
8 4 2.8633 1.207 -0.91543 -0.10229
8 5 0.37261 1.9201 -0.73573 0.095467
8 6 1.2734 2.6258 1.0132 0.082615
8 7 -0.27056 2.5024 0.9968 0.2864
9 1 3.989 2.2008 -1.0858 0.00895
9 2 3.8519 1.8419 -1.1392 0.0179
9 3 2.9028 1.7019 -0.84892 -0.13769
9 4 2.7717 1.1967 -0.91543 -0.10229
9 5 0.29904 1.9296 -0.73573 0.095467
9 6 1.3747 2.6341 1.0132 0.082615
9 7 -0.17088 2.5311 0.9968 0.2864
10 1 3.8804 2.2017 -1.0858 0.00895
10 2 3.738 1.8437 -1.1392 0.0179
10 3 2.8179 1.6881 -0.84892 -0.13769
10 4 2.6802 1.1865 -0.91543 -0.10229
10 5 0.22547 1.9392 -0.73573 0.095467
10 6 1.476 2.6423 1.0132 0.082615
10 7 -0.0712 2.5597 0.9968 0.2864
11 1 3.7766 2.1942 -1.0383 -0.074583
11 2 3.6463 1.8354 -0.91738 -0.082615
11 3 2.733 1.6743 -0.84892 -0.13769
11 4 2.5886 1.1763 -0.91543 -0.10229
11 5 0.15189 1.9487 -0.73573 0.095467
11 6 1.5774 2.6506 1.0132 0.082615
11 7 0.039414 2.5849 1.1061 0.25186
12 1 3.6727 2.1868 -1.0383 -0.074583
12 2 3.5545 1.8272 -0.91738 -0.082615
12 3 2.6481 1.6606 -0.84892 -0.13769
12 4 2.4971 1.1661 -0.91543 -0.10229
12 5 0.07832 1.9583 -0.73573 0.095467
12 6 1.6787 2.6588 1.0132 0.082615
12 7 0.15003 2.6088 1.1061 0.23868
13 1 3.5689 2.1793 -1.0383 -0.074583
13 2 3.4628 1.8189 -0.91738 -0.082615
13 3 2.5632 1.6468 -0.84892 -0.13769
13 4 2.4055 1.1558 -0.91543 -0.10229
13 5 0.0047467 1.9678 -0.73573 0.095467
13 6 1.78 2.6671 1.0132 0.082615
13 7 0.26064 2.6313 1.1061 0.22551
14 1 3.4651 2.1719 -1.0383 -0.074583
14 2 3.371 1.8107 -0.91738 -0.082615
14 3 2.4742 1.6391 -0.89 -0.076714
14 4 2.314 1.1456 -0.91543 -0.10229
14 5 -0.068827 1.9774 -0.73573 0.095467
14 6 1.867 2.6681 0.87022 0.010221
14 7 0.37126 2.6525 1.1061 0.21233
15 1 3.3612 2.1644 -1.0383 -0.074583
15 2 3.2793 1.8024 -0.91738 -0.082615
15 3 2.3852 1.6315 -0.89 -0.076714
15 4 2.225 1.1371 -0.89 -0.084528
15 5 -0.1424 1.9869 -0.73573 0.095467
15 6 1.954 2.6684 0.87022 0.0026938
15 7 0.48187 2.6725 1.1061 0.19915
16 1 3.2574 2.1569 -1.0383 -0.074583
16 2 3.1876 1.7941 -0.91738 -0.082615
16 3 2.2962 1.6238 -0.89 -0.076714
16 4 2.136 1.1376 -0.89 0.0049722
16 5 -0.22182 2.0117 -0.79415 0.24785
16 6 2.0411 2.6679 0.87022 -0.0048338
16 7 0.59249 2.6911 1.1061 0.18598
17 1 3.1536 2.1495 -1.0383 -0.074583
17 2 3.0958 1.7859 -0.91738 -0.082615
17 3 2.2072 1.6161 -0.89 -0.076714
17 4 2.047 1.1381 -0.89 0.0049722
17 5 -0.30123 2.0365 -0.79415 0.24785
17 6 2.1281 2.6667 0.87022 -0.012361
17 7 0.7031 2.7083 1.1061 0.1728
18 1 3.0497 2.142 -1.0383 -0.074583
18 2 3.0041 1.7776 -0.91738 -0.082615
18 3 2.1182 1.6084 -0.89 -0.076714
18 4 1.958 1.1386 -0.89 0.0049722
18 5 -0.38065 2.0613 -0.79415 0.24785
18 6 2.2151 2.6647 0.87022 -0.019889
18 7 0.81371 2.7243 1.1061 0.15963
19 1 2.9459 2.1346 -1.0383 -0.074583
19 2 2.9124 1.7693 -0.91738 -0.082615
19 3 2.0292 1.6008 -0.89 -0.076714
19 4 1.869 1.1391 -0.89 0.0049722
19 5 -0.46006 2.086 -0.79415 0.24785
19 6 2.3021 2.6619 0.87022 -0.027416
19 7 0.92433 2.7389 1.1061 0.14645
20 1 2.8421 2.1271 -1.0383 -0.074583
20 2 2.8206 1.7611 -0.91738 -0.082615
20 3 1.9402 1.5931 -0.89 -0.076714
20 4 1.78 1.1396 -0.89 0.0049722
20 5 -0.53948 2.1108 -0.79415 0.24785
20 6 2.3892 2.6584 0.87022 -0.034944
20 7 1.0349 2.7523 1.1061 0.13327
21 1 2.7382 2.1197 -1.0383 -0.074583
21 2 2.7289 1.7528 -0.91738 -0.082615
21 3 1.8512 1.5854 -0.89 -0.076714
21 4 1.691 1.1401 -0.89 0.0049722
